Force Data
0.0009375, -0.213924
0.0019375, -0.946359
0.0019375, -0.702213
0.0029375, -0.458071
0.0029375, -0.458071
0.0029375, -0.702213
0.0039375, -0.946359
0.0039375, -0.946359
0.005, -0.946359
0.005, -0.946359
0.0059375, -0.702213
0.0059375, -0.458071
0.0059375, -0.946359
0.0069375, -0.702213
0.0069375, -0.946359
0.0079375, -0.702213
0.0079375, -0.702213
0.0089375, -0.946359
0.0089375, -0.946359
0.0089375, -0.946359
0.01, -0.702213
0.01, -0.946359
0.0109375, -0.458071
0.0109375, -0.702213
0.0109375, -0.946359
0.0119375, -0.946359
0.0119375, -0.702213
0.013, -0.702213
0.013, -0.946359
0.0139375, -0.946359
0.0139375, -0.702213
0.0139375, -0.946359
0.0149375, -0.702213
0.0149375, -0.946359
0.0159375, -0.702213
0.0159375, -0.946359
0.0169375, -0.946359
0.0169375, -0.702213
0.018, -0.702213
0.018, -0.702213
0.018, -0.458071
0.0189375, -0.946359
0.0189375, -0.946359
0.0199375, -0.946359
0.0199375, -0.946359
0.0199375, -0.946359
0.0209375, -0.946359
0.0209375, -0.946359
0.0219375, -0.702213
0.0219375, -0.946359
0.0219375, -0.946359
0.023, -0.946359
0.023, -0.946359
0.0239375, -0.702213
0.0239375, -0.458071
0.0249375, -0.946359
0.0249375, -0.702213
0.0249375, -0.946359
0.026, -0.702213
0.026, -0.702213
0.0269375, -0.702213
0.0269375, -0.946359
0.0269375, -0.458071
0.0279375, -0.702213
0.0279375, -0.702213
0.0289375, -0.946359
0.0299375, -0.946359
0.0299375, -0.946359
0.0299375, -0.946359
0.031, -0.702213
0.031, -0.702213
0.0319375, -0.946359
0.0319375, -0.702213
0.0319375, -0.702213
0.0329375, -0.946359
0.0329375, -0.946359
0.0339375, -0.946359
0.0339375, -0.946359
0.0349375, -0.946359
0.0349375, -0.702213
0.0349375, -0.946359
0.036, -0.946359
0.036, -0.702213
0.0369375, -0.702213
0.0369375, -0.946359
0.0369375, -0.946359
0.0379375, -0.946359
0.0379375, -0.702213
0.039, -0.702213
0.039, -0.702213
0.039, -0.702213
0.0399375, -0.702213
0.0399375, -0.702213
0.0409375, -0.702213
0.0409375, -0.946359
0.0419375, -0.702213
0.0419375, -0.702213
0.0419375, -0.946359
0.0429375, -0.946359
0.0429375, -0.946359
0.044, -0.946359
0.044, -0.946359
0.044, -0.946359
0.0449375, -0.946359
0.0449375, -0.946359
0.0459375, -0.458071
0.0459375, -0.702213
0.0469375, -0.702213
0.0469375, -0.946359
0.0469375, -0.702213
0.0479375, -0.946359
0.0479375, -0.946359
0.049, -0.702213
0.049, -0.702213
0.049, -1.43465
0.0499375, -0.702213
0.0499375, -0.946359
0.0509375, -0.458071
0.0509375, -0.702213
0.052, -0.946359
0.052, -0.946359
0.052, -0.946359
0.0529375, -0.946359
0.0529375, -0.946359
0.0539375, -0.946359
0.0539375, -0.946359
0.0539375, -0.702213
0.0549375, -0.946359
0.0549375, -0.946359
0.0559375, -0.702213
0.057, -0.946359
0.057, -0.702213
0.0579375, -0.702213
0.0579375, -0.702213
0.0579375, -0.946359
0.0589375, -0.946359
0.0589375, -0.946359
0.0599375, -0.458071
0.0599375, -0.458071
0.0599375, -0.702213
0.0609375, -0.702213
0.0609375, -0.702213
0.062, -0.702213
0.062, -0.946359
0.0629375, -0.946359
0.0629375, -0.702213
0.0629375, -0.702213
0.0639375, -0.702213
0.0639375, -0.702213
0.065, -0.702213
0.065, -0.946359
0.065, -0.702213
0.0659375, -0.946359
0.0659375, -0.702213
0.0669375, -0.946359
0.0669375, -0.946359
0.0679375, -0.458071
0.0679375, -0.946359
0.0679375, -0.946359
0.0689375, -0.702213
0.0689375, -0.702213
0.07, -0.702213
0.07, -0.458071
0.07, -0.702213
0.0709375, -0.702213
0.0709375, -0.702213
0.0719375, -0.702213
0.0719375, -0.702213
0.073, -0.702213
0.073, -0.946359
0.073, -0.702213
0.0739375, -0.946359
0.0739375, -0.702213
0.075, -0.702213
0.075, -0.946359
0.075, -0.946359
0.0759375, -0.946359
0.0759375, -0.946359
0.0769375, -0.458071
0.0769375, -0.702213
0.078, -0.946359
0.078, -0.702213
0.078, -0.702213
0.0789375, -0.946359
0.0789375, -0.458071
0.0799375, -0.702213
0.0799375, -0.946359
0.0799375, -0.946359
0.0809375, -0.702213
0.0809375, -0.702213
0.0819375, -0.458071
0.0819375, -0.458071
0.083, -0.702213
0.083, -0.946359
0.083, -0.946359
0.0839375, -0.702213
0.0839375, -0.702213
0.0849375, -0.946359
0.0849375, -0.702213
0.0849375, -0.946359
0.086, -0.946359
0.086, -0.946359
0.0869375, -0.702213
0.0869375, -0.946359
0.088, -0.946359
0.088, -0.702213
0.088, -0.946359
0.0889375, -0.702213
0.0889375, -0.702213
0.0899375, -0.702213
0.0899375, -0.702213
0.0899375, -0.702213
0.091, -0.458071
0.091, -0.702213
0.0919375, -0.702213
0.0919375, -0.458071
0.0929375, -0.702213
0.0929375, -0.946359
0.0929375, -0.702213
0.0939375, -0.702213
0.0939375, -0.946359
0.0949375, -0.946359
0.0949375, -0.458071
0.0949375, -0.702213
0.096, -0.702213
0.096, -0.702213
0.0969375, -0.946359
0.0969375, -0.458071
0.0979375, -0.946359
0.0979375, -0.946359
0.0979375, -0.702213
0.099, -0.702213
0.099, -0.702213
0.0999375, -0.946359
0.0999375, -0.702213
0.0999375, -0.946359
0.101, -0.458071
0.101, -0.702213
0.101938, -0.702213
0.101938, -0.458071
0.101938, -0.702213
0.102937, -0.946359
